Running. Waiting for incoming packets...
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 11:58:31 |  0  |     829     |     642     |      0      |      0      |        8        |      47       |       0       |       0       |        4        |       3        |       1        |      136       |        0        |        0        |      0      |      0      |    1960     |
| 11:58:32 |  0  |     593     |     462     |      0      |      0      |        3        |      33       |       0       |       0       |        1        |       4        |       0        |       94       |        0        |        0        |      0      |      0      |    1372     |
| 11:58:33 |  0  |     432     |     226     |      0      |     12      |        4        |      16       |       0       |       1       |        2        |       2        |       0        |      175       |        0        |        0        |      0      |      0      |    2478     |
| 11:58:34 |  0  |     337     |     161     |      0      |      7      |        1        |      10       |       0       |       2       |        1        |       2        |       0        |      155       |        0        |        0        |      0      |      0      |    2198     |
| 11:58:35 |  0  |     834     |     686     |      0      |      0      |        4        |      49       |       0       |       0       |        2        |       3        |       0        |       96       |        0        |        0        |      0      |      0      |    1386     |
| 11:58:36 |  0  |     918     |     753     |      0      |      0      |        4        |      54       |       0       |       0       |        3        |       2        |       0        |      109       |        0        |        0        |      0      |      0      |    1554     |
| 11:58:37 |  0  |     513     |     378     |      0      |      0      |        4        |      27       |       0       |       0       |        4        |       2        |       0        |      106       |        0        |        0        |      0      |      0      |    1512     |
| 11:58:38 |  0  |     469     |     350     |      0      |      0      |        1        |      25       |       0       |       0       |        1        |       3        |       0        |       91       |        0        |        0        |      0      |      0      |    1316     |
| 11:58:39 |  0  |     627     |     495     |      0      |      0      |        6        |      36       |       0       |       0       |        1        |       2        |       0        |       94       |        0        |        0        |      0      |      0      |    1344     |
| 11:58:40 |  0  |     806     |     658     |      0      |      0      |        1        |      47       |       0       |       0       |        1        |       7        |       0        |       94       |        0        |        0        |      0      |      0      |    1414     |
| 11:58:41 |  0  |     605     |     464     |      0      |      0      |        8        |      35       |       0       |       0       |        3        |       1        |       0        |      105       |        0        |        0        |      0      |      0      |    1484     |
| 11:58:42 |  0  |     583     |     439     |      0      |      9      |        6        |      32       |       0       |       0       |        4        |       4        |       0        |       99       |        0        |        0        |      0      |      0      |    1442     |
| 11:58:43 |  0  |     523     |     402     |      0      |      1      |        5        |      28       |       0       |       0       |        4        |       5        |       0        |       87       |        0        |        0        |      0      |      0      |    1288     |
| 11:58:44 |  0  |     437     |     308     |      0      |      0      |        3        |      22       |       0       |       0       |        3        |       2        |       0        |      105       |        0        |        0        |      0      |      0      |    1498     |
| 11:58:45 |  0  |     219     |     126     |      0      |      0      |        0        |       9       |       0       |       0       |        0        |       0        |       0        |       84       |        0        |        0        |      0      |      0      |    1176     |
| 11:58:46 |  0  |     522     |     389     |      0      |      3      |        3        |      28       |       0       |       0       |        3        |       2        |       0        |      100       |        0        |        0        |      0      |      0      |    1428     |
| 11:58:47 |  0  |     589     |     448     |      0      |      0      |        7        |      31       |       0       |       0       |        5        |       6        |       0        |      104       |        0        |        0        |      0      |      0      |    1540     |
| 11:58:48 |  0  |     432     |     316     |      0      |      0      |        3        |      22       |       0       |       0       |        4        |       1        |       0        |       93       |        0        |        0        |      0      |      0      |    1316     |
| 11:58:49 |  0  |     499     |     378     |      0      |      0      |        1        |      27       |       0       |       0       |        1        |       4        |       0        |       90       |        0        |        0        |      0      |      0      |    1316     |
| 11:58:50 |  0  |     373     |     246     |      0      |      0      |        5        |      18       |       0       |       0       |        2        |       2        |       0        |      107       |        0        |        0        |      0      |      0      |    1526     |
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 11:58:51 |  0  |     584     |     454     |      0      |      0      |        1        |      33       |       0       |       0       |        0        |       3        |       0        |       94       |        0        |        0        |      0      |      0      |    1358     |
| 11:58:52 |  0  |     491     |     336     |      0      |      0      |        0        |      24       |       0       |       0       |        0        |       4        |       0        |      127       |        0        |        0        |      0      |      0      |    1834     |
| 11:58:53 |  0  |     835     |     680     |      0      |      1      |        8        |      50       |       0       |       0       |        2        |       5        |       0        |       99       |        0        |        0        |      0      |      0      |    1456     |
| 11:58:54 |  0  |     636     |     484     |      0      |      0      |        1        |      35       |       0       |       0       |        0        |       4        |       0        |      113       |        0        |        0        |      0      |      0      |    1638     |
| 11:58:55 |  0  |     647     |     518     |      0      |      0      |        4        |      37       |       0       |       0       |        2        |       4        |       0        |       88       |        0        |        0        |      0      |      0      |    1288     |
