Running. Waiting for incoming packets...
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 12:23:04 |  0  |     598     |     427     |      0      |      1      |        4        |      31       |       0       |       0       |        3        |       7        |       0        |      132       |        0        |        0        |      0      |      0      |    1946     |
| 12:23:05 |  0  |     445     |     294     |      0      |      0      |        2        |      20       |       0       |       1       |        2        |       3        |       0        |      127       |        0        |        0        |      0      |      0      |    1820     |
| 12:23:06 |  0  |     780     |     616     |      0      |      0      |        7        |      44       |       0       |       0       |        5        |       4        |       0        |      116       |        0        |        0        |      0      |      0      |    1680     |
| 12:23:07 |  0  |     378     |     223     |      0      |      1      |        2        |      16       |       0       |       0       |        2        |       0        |       0        |      138       |        0        |        0        |      0      |      0      |    1932     |
| 12:23:08 |  0  |     419     |     283     |      0      |      1      |        3        |      21       |       0       |       0       |        2        |       3        |       0        |      111       |        0        |        0        |      0      |      0      |    1582     |
| 12:23:09 |  0  |     603     |     447     |      0      |      1      |        6        |      33       |       0       |       0       |        1        |       2        |       0        |      120       |        0        |        0        |      0      |      0      |    1722     |
| 12:23:10 |  0  |     756     |     600     |      0      |      0      |        8        |      44       |       0       |       0       |        2        |       6        |       0        |      106       |        0        |        0        |      0      |      0      |    1568     |
| 12:23:11 |  0  |     450     |     321     |      0      |      1      |        1        |      23       |       0       |       0       |        1        |       3        |       0        |      102       |        0        |        0        |      0      |      0      |    1470     |
| 12:23:12 |  0  |     786     |     604     |      0      |      2      |        5        |      43       |       0       |       0       |        5        |       3        |       0        |      134       |        0        |        0        |      0      |      0      |    1918     |
| 12:23:13 |  0  |     420     |     267     |      0      |      0      |        5        |      21       |       0       |       0       |        1        |       3        |       0        |      129       |        0        |        0        |      0      |      0      |    1848     |
| 12:23:14 |  0  |     908     |     735     |      0      |      0      |        3        |      52       |       0       |       0       |        3        |       4        |       0        |      117       |        0        |        0        |      0      |      0      |    1694     |
| 12:23:15 |  0  |     281     |     140     |      0      |      0      |        1        |      10       |       0       |       0       |        1        |       5        |       0        |      126       |        0        |        0        |      0      |      0      |    1834     |
| 12:23:16 |  0  |     757     |     588     |      0      |      3      |        5        |      44       |       0       |       0       |        3        |       7        |       0        |      115       |        0        |        0        |      0      |      0      |    1708     |
| 12:23:17 |  0  |     258     |     113     |      0      |      0      |        2        |       8       |       0       |       0       |        2        |       7        |       0        |      130       |        0        |        0        |      0      |      0      |    1918     |
| 12:23:18 |  0  |     578     |     443     |      0      |      0      |        4        |      33       |       0       |       0       |        2        |       1        |       0        |      101       |        0        |        0        |      0      |      0      |    1428     |
| 12:23:19 |  0  |     988     |     831     |      0      |      1      |        6        |      60       |       0       |       0       |        5        |       1        |       0        |       95       |        0        |        0        |      0      |      0      |    1344     |
| 12:23:20 |  0  |     616     |     469     |      0      |      0      |        4        |      33       |       0       |       1       |        3        |       2        |       0        |      111       |        0        |        0        |      0      |      0      |    1568     |
| 12:23:21 |  0  |     543     |     392     |      0      |      2      |        5        |      30       |       0       |       0       |        1        |       6        |       0        |      113       |        0        |        0        |      0      |      0      |    1680     |
| 12:23:22 |  0  |     688     |     516     |      0      |      2      |        8        |      37       |       0       |       0       |        4        |       4        |       0        |      129       |        0        |        0        |      0      |      0      |    1862     |
| 12:23:23 |  0  |     438     |     305     |      0      |      2      |        7        |      22       |       0       |       0       |        4        |       4        |       0        |      105       |        0        |        0        |      0      |      0      |    1526     |
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 12:23:24 |  0  |     848     |     680     |      0      |      0      |       11        |      50       |       0       |       0       |        7        |       6        |       0        |      112       |        0        |        0        |      0      |      0      |    1652     |
| 12:23:25 |  0  |     563     |     412     |      0      |      0      |        2        |      30       |       0       |       0       |        1        |       5        |       0        |      116       |        0        |        0        |      0      |      0      |    1694     |
| 12:23:26 |  0  |     738     |     572     |      0      |      1      |        5        |      41       |       0       |       0       |        4        |       6        |       0        |      118       |        0        |        0        |      0      |      0      |    1736     |
| 12:23:27 |  0  |     577     |     420     |      0      |      0      |        3        |      30       |       0       |       0       |        3        |       2        |       0        |      125       |        0        |        0        |      0      |      0      |    1764     |
| 12:23:28 |  0  |     516     |     353     |      0      |      3      |        6        |      28       |       0       |       0       |        4        |       7        |       0        |      125       |        0        |        0        |      0      |      0      |    1848     |
| 12:23:29 |  0  |     675     |     503     |      0      |      0      |        5        |      36       |       0       |       0       |        2        |       2        |       0        |      134       |        0        |        0        |      0      |      0      |    1918     |
| 12:23:30 |  0  |     598     |     459     |      0      |      0      |        7        |      36       |       0       |       0       |        5        |       8        |       0        |       95       |        0        |        0        |      0      |      0      |    1442     |
| 12:23:31 |  0  |     913     |     768     |      0      |      0      |        8        |      56       |       0       |       0       |        4        |       5        |       0        |       84       |        0        |        0        |      0      |      0      |    1246     |
| 12:23:32 |  0  |     641     |     504     |      0      |      0      |        2        |      36       |       0       |       0       |        2        |       3        |       0        |       98       |        0        |        0        |      0      |      0      |    1414     |
| 12:23:33 |  0  |     407     |     308     |      0      |      0      |        4        |      22       |       0       |       0       |        2        |       6        |       0        |       71       |        0        |        0        |      0      |      0      |    1078     |
| 12:23:34 |  0  |     968     |     822     |      0      |      0      |        6        |      59       |       0       |       0       |        5        |       3        |       0        |       84       |        0        |        0        |      0      |      0      |    1218     |
| 12:23:35 |  0  |     622     |     475     |      0      |      1      |        5        |      34       |       0       |       0       |        1        |       2        |       0        |      110       |        0        |        0        |      0      |      0      |    1568     |
| 12:23:36 |  0  |     897     |     718     |      0      |      1      |        8        |      51       |       0       |       0       |        4        |       9        |       0        |      118       |        0        |        0        |      0      |      0      |    1778     |
| 12:23:37 |  0  |     814     |     643     |      0      |      0      |        7        |      46       |       0       |       0       |        4        |       3        |       0        |      122       |        0        |        0        |      0      |      0      |    1750     |
| 12:23:38 |  0  |     693     |     540     |      0      |      0      |        4        |      39       |       0       |       0       |        3        |       2        |       0        |      112       |        0        |        0        |      0      |      0      |    1596     |
| 12:23:39 |  0  |     802     |     627     |      0      |      3      |        5        |      45       |       0       |       0       |        3        |       7        |       0        |      120       |        0        |        0        |      0      |      0      |    1778     |
| 12:23:40 |  0  |     448     |     308     |      0      |      0      |        7        |      22       |       0       |       0       |        5        |       1        |       0        |      117       |        0        |        0        |      0      |      0      |    1652     |
| 12:23:41 |  0  |     669     |     518     |      0      |      0      |        7        |      37       |       0       |       0       |        3        |       3        |       0        |      111       |        0        |        0        |      0      |      0      |    1596     |
| 12:23:42 |  0  |     337     |     237     |      0      |      1      |        3        |      19       |       0       |       0       |        1        |       2        |       0        |       78       |        0        |        0        |      0      |      0      |    1120     |
| 12:23:43 |  0  |     544     |     427     |      0      |      2      |        8        |      32       |       0       |       0       |        3        |       1        |       0        |       82       |        0        |        0        |      0      |      0      |    1162     |
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 12:23:44 |  0  |     419     |     308     |      0      |      0      |        4        |      21       |       0       |       1       |        2        |       3        |       0        |       86       |        0        |        0        |      0      |      0      |    1246     |
| 12:23:45 |  0  |     290     |     154     |      0      |      0      |        3        |      11       |       0       |       0       |        1        |       10       |       0        |      115       |        0        |        0        |      0      |      0      |    1750     |
| 12:23:46 |  0  |     639     |     511     |      0      |      7      |        6        |      38       |       0       |       0       |        5        |       2        |       0        |       81       |        0        |        0        |      0      |      0      |    1162     |
| 12:23:47 |  0  |     648     |     510     |      0      |      2      |        8        |      37       |       0       |       0       |        2        |       2        |       0        |       97       |        0        |        0        |      0      |      0      |    1386     |
| 12:23:48 |  0  |     742     |     610     |      0      |      1      |        9        |      45       |       0       |       0       |        4        |       1        |       0        |       85       |        0        |        0        |      0      |      0      |    1204     |
| 12:23:49 |  0  |     506     |     389     |      0      |      1      |        8        |      29       |       0       |       0       |        5        |       3        |       0        |       84       |        0        |        0        |      0      |      0      |    1218     |
| 12:23:50 |  0  |     651     |     514     |      0      |      1      |        1        |      37       |       0       |       0       |        1        |       1        |       0        |       98       |        0        |        0        |      0      |      0      |    1386     |
| 12:23:51 |  0  |     460     |     334     |      0      |      1      |        6        |      23       |       0       |       1       |        5        |       1        |       0        |      100       |        0        |        0        |      0      |      0      |    1414     |
| 12:23:52 |  0  |     712     |     581     |      0      |      2      |        2        |      43       |       0       |       0       |        0        |       2        |       0        |       84       |        0        |        0        |      0      |      0      |    1204     |
| 12:23:53 |  0  |     460     |     326     |      0      |      0      |        5        |      24       |       0       |       0       |        2        |       0        |       0        |      110       |        0        |        0        |      0      |      0      |    1540     |
| 12:23:54 |  0  |     720     |     559     |      0      |      1      |        5        |      40       |       0       |       0       |        5        |       2        |       0        |      118       |        0        |        0        |      0      |      0      |    1680     |
| 12:23:55 |  0  |     705     |     573     |      0      |      1      |        4        |      41       |       0       |       0       |        4        |       2        |       0        |       88       |        0        |        0        |      0      |      0      |    1260     |
| 12:23:56 |  0  |     574     |     468     |      0      |      1      |        4        |      34       |       0       |       0       |        3        |       3        |       0        |       68       |        0        |        0        |      0      |      0      |     994     |
| 12:23:57 |  0  |     960     |     780     |      0      |      1      |        3        |      55       |       0       |       0       |        3        |       1        |       0        |      123       |        0        |        0        |      0      |      0      |    1736     |
| 12:23:58 |  0  |     736     |     586     |      0      |      2      |        5        |      42       |       0       |       0       |        3        |       1        |       0        |      105       |        0        |        0        |      0      |      0      |    1484     |
| 12:23:59 |  0  |     465     |     339     |      0      |      0      |        7        |      25       |       0       |       0       |        5        |       2        |       0        |       99       |        0        |        0        |      0      |      0      |    1414     |
