timestamp_utc,interval_sec,metric,value,unit
2026-07-04 18:53:20+00:00,20,cpu.ready.summation,31.0,ms
2026-07-04 18:53:20+00:00,20,cpu.usagemhz.average,23.0,MHz
2026-07-04 18:53:20+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:53:20+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:53:20+00:00,20,power.energy.summation,294.715,J
2026-07-04 18:53:20+00:00,20,power.power.average,14.735,W
2026-07-04 18:53:40+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:53:40+00:00,20,cpu.ready.summation,30.0,ms
2026-07-04 18:53:40+00:00,20,cpu.usagemhz.average,21.0,MHz
2026-07-04 18:53:40+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:53:40+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:53:40+00:00,20,power.energy.summation,507.709,J
2026-07-04 18:53:40+00:00,20,power.power.average,25.385,W
2026-07-04 18:54:00+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:54:00+00:00,20,cpu.ready.summation,30.0,ms
2026-07-04 18:54:00+00:00,20,cpu.usagemhz.average,25.0,MHz
2026-07-04 18:54:00+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:54:00+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:54:00+00:00,20,power.energy.summation,562.357,J
2026-07-04 18:54:00+00:00,20,power.power.average,28.117,W
2026-07-04 18:54:20+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:54:20+00:00,20,cpu.ready.summation,30.0,ms
2026-07-04 18:54:20+00:00,20,cpu.usagemhz.average,29.0,MHz
2026-07-04 18:54:20+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:54:20+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:54:20+00:00,20,power.energy.summation,595.502,J
2026-07-04 18:54:20+00:00,20,power.power.average,29.775,W
2026-07-04 18:54:40+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:54:40+00:00,20,cpu.ready.summation,28.0,ms
2026-07-04 18:54:40+00:00,20,cpu.usagemhz.average,19.0,MHz
2026-07-04 18:54:40+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:54:40+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:54:40+00:00,20,power.energy.summation,354.575,J
2026-07-04 18:54:40+00:00,20,power.power.average,17.728,W
2026-07-04 18:55:00+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:55:00+00:00,20,cpu.ready.summation,31.0,ms
2026-07-04 18:55:00+00:00,20,cpu.usagemhz.average,20.0,MHz
2026-07-04 18:55:00+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:55:00+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:55:00+00:00,20,power.energy.summation,378.792,J
2026-07-04 18:55:00+00:00,20,power.power.average,18.939,W
2026-07-04 18:55:20+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:55:20+00:00,20,cpu.ready.summation,30.0,ms
2026-07-04 18:55:20+00:00,20,cpu.usagemhz.average,25.0,MHz
2026-07-04 18:55:20+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:55:20+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:55:20+00:00,20,power.energy.summation,429.327,J
2026-07-04 18:55:20+00:00,20,power.power.average,21.466,W
2026-07-04 18:55:40+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:55:40+00:00,20,cpu.ready.summation,28.0,ms
2026-07-04 18:55:40+00:00,20,cpu.usagemhz.average,17.0,MHz
2026-07-04 18:55:40+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:55:40+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:55:40+00:00,20,power.energy.summation,473.403,J
2026-07-04 18:55:40+00:00,20,power.power.average,23.67,W
2026-07-04 18:56:00+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:56:00+00:00,20,cpu.ready.summation,30.0,ms
2026-07-04 18:56:00+00:00,20,cpu.usagemhz.average,29.0,MHz
2026-07-04 18:56:00+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:56:00+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:56:00+00:00,20,power.energy.summation,585.642,J
2026-07-04 18:56:00+00:00,20,power.power.average,29.282,W
2026-07-04 18:56:20+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:56:20+00:00,20,cpu.ready.summation,30.0,ms
2026-07-04 18:56:20+00:00,20,cpu.usagemhz.average,28.0,MHz
2026-07-04 18:56:20+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:56:20+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:56:20+00:00,20,power.energy.summation,352.788,J
2026-07-04 18:56:20+00:00,20,power.power.average,17.639,W
2026-07-04 18:56:40+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:56:40+00:00,20,cpu.ready.summation,29.0,ms
2026-07-04 18:56:40+00:00,20,cpu.usagemhz.average,22.0,MHz
2026-07-04 18:56:40+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:56:40+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:56:40+00:00,20,power.energy.summation,486.029,J
2026-07-04 18:56:40+00:00,20,power.power.average,24.301,W
2026-07-04 18:57:00+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:57:00+00:00,20,cpu.ready.summation,29.0,ms
2026-07-04 18:57:00+00:00,20,cpu.usagemhz.average,27.0,MHz
2026-07-04 18:57:00+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:57:00+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:57:00+00:00,20,power.energy.summation,594.468,J
2026-07-04 18:57:00+00:00,20,power.power.average,29.723,W
2026-07-04 18:57:20+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:57:20+00:00,20,cpu.ready.summation,28.0,ms
2026-07-04 18:57:20+00:00,20,cpu.usagemhz.average,22.0,MHz
2026-07-04 18:57:20+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:57:20+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:57:20+00:00,20,power.energy.summation,365.099,J
2026-07-04 18:57:20+00:00,20,power.power.average,18.254,W
2026-07-04 18:57:40+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:57:40+00:00,20,cpu.ready.summation,29.0,ms
2026-07-04 18:57:40+00:00,20,cpu.usagemhz.average,28.0,MHz
2026-07-04 18:57:40+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:57:40+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:57:40+00:00,20,power.energy.summation,628.305,J
2026-07-04 18:57:40+00:00,20,power.power.average,31.415,W
2026-07-04 18:58:00+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:58:00+00:00,20,cpu.ready.summation,32.0,ms
2026-07-04 18:58:00+00:00,20,cpu.usagemhz.average,30.0,MHz
2026-07-04 18:58:00+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:58:00+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:58:00+00:00,20,power.energy.summation,296.492,J
2026-07-04 18:58:00+00:00,20,power.power.average,14.824,W
2026-07-04 18:58:20+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:58:20+00:00,20,cpu.ready.summation,34.0,ms
2026-07-04 18:58:20+00:00,20,cpu.usagemhz.average,25.0,MHz
2026-07-04 18:58:20+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:58:20+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:58:20+00:00,20,power.energy.summation,422.026,J
2026-07-04 18:58:20+00:00,20,power.power.average,21.101,W
2026-07-04 18:58:40+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:58:40+00:00,20,cpu.ready.summation,31.0,ms
2026-07-04 18:58:40+00:00,20,cpu.usagemhz.average,21.0,MHz
2026-07-04 18:58:40+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:58:40+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:58:40+00:00,20,power.energy.summation,511.711,J
2026-07-04 18:58:40+00:00,20,power.power.average,25.585,W
2026-07-04 18:59:00+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:59:00+00:00,20,cpu.ready.summation,32.0,ms
2026-07-04 18:59:00+00:00,20,cpu.usagemhz.average,23.0,MHz
2026-07-04 18:59:00+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:59:00+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:59:00+00:00,20,power.energy.summation,522.257,J
2026-07-04 18:59:00+00:00,20,power.power.average,26.112,W
2026-07-04 18:59:20+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:59:20+00:00,20,cpu.ready.summation,33.0,ms
2026-07-04 18:59:20+00:00,20,cpu.usagemhz.average,19.0,MHz
2026-07-04 18:59:20+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:59:20+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:59:20+00:00,20,power.energy.summation,469.18,J
2026-07-04 18:59:20+00:00,20,power.power.average,23.459,W
2026-07-04 18:59:40+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 18:59:40+00:00,20,cpu.ready.summation,32.0,ms
2026-07-04 18:59:40+00:00,20,cpu.usagemhz.average,22.0,MHz
2026-07-04 18:59:40+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 18:59:40+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 18:59:40+00:00,20,power.energy.summation,318.067,J
2026-07-04 18:59:40+00:00,20,power.power.average,15.903,W
2026-07-04 19:00:00+00:00,20,cpu.costop.summation,0.0,ms
2026-07-04 19:00:00+00:00,20,cpu.ready.summation,33.0,ms
2026-07-04 19:00:00+00:00,20,cpu.usagemhz.average,27.0,MHz
2026-07-04 19:00:00+00:00,20,mem.active.average,50331648.0,KB
2026-07-04 19:00:00+00:00,20,mem.consumed.average,67108864.0,KB
2026-07-04 19:00:00+00:00,20,power.energy.summation,622.502,J
2026-07-04 19:00:00+00:00,20,power.power.average,31.125,W
