Running. Waiting for incoming packets...
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 00:39:02 |  0  |     374     |     208     |      0      |      2      |        2        |      15       |       0       |       0       |        0        |       10       |       0        |      139       |        0        |        0        |      0      |      0      |    2086     |
| 00:39:03 |  0  |     256     |     112     |      0      |      0      |        1        |       8       |       0       |       0       |        1        |       20       |       0        |      116       |        0        |        0        |      0      |      0      |    1904     |
| 00:39:04 |  0  |     238     |     98      |      0      |      0      |        0        |       7       |       0       |       0       |        0        |       13       |       0        |      120       |        0        |        0        |      0      |      0      |    1862     |
| 00:39:05 |  0  |     256     |     112     |      0      |      0      |        0        |       8       |       0       |       0       |        0        |       16       |       0        |      120       |        0        |        0        |      0      |      0      |    1904     |
| 00:39:06 |  0  |     258     |     112     |      0      |      0      |        2        |       8       |       0       |       0       |        2        |       11       |       0        |      127       |        0        |        0        |      0      |      0      |    1932     |
| 00:39:07 |  0  |     253     |     113     |      0      |      0      |        2        |       9       |       0       |       0       |        1        |       11       |       0        |      120       |        0        |        0        |      0      |      0      |    1834     |
| 00:39:08 |  0  |     509     |     336     |      0      |      0      |        1        |      24       |       0       |       0       |        1        |       8        |       0        |      141       |        0        |        0        |      0      |      0      |    2086     |
| 00:39:09 |  0  |     505     |     350     |      0      |      0      |        0        |      25       |       0       |       0       |        0        |       14       |       0        |      116       |        0        |        0        |      0      |      0      |    1820     |
| 00:39:10 |  0  |     192     |     56      |      0      |      0      |        3        |       4       |       0       |       0       |        3        |       7        |       0        |      125       |        0        |        0        |      0      |      0      |    1848     |
| 00:39:11 |  0  |     273     |     126     |      0      |      0      |        0        |       9       |       0       |       0       |        0        |       13       |       0        |      125       |        0        |        0        |      0      |      0      |    1932     |
| 00:39:12 |  0  |     336     |     196     |      0      |      0      |        2        |      14       |       0       |       0       |        2        |       17       |       0        |      109       |        0        |        0        |      0      |      0      |    1764     |
| 00:39:13 |  0  |     405     |     252     |      0      |      0      |        1        |      18       |       0       |       0       |        1        |       16       |       0        |      119       |        0        |        0        |      0      |      0      |    1890     |
| 00:39:14 |  0  |     361     |     210     |      0      |      0      |        1        |      15       |       0       |       0       |        1        |       16       |       0        |      120       |        0        |        0        |      0      |      0      |    1904     |
| 00:39:15 |  0  |     379     |     224     |      0      |      0      |        0        |      16       |       0       |       0       |        0        |       13       |       0        |      126       |        0        |        0        |      0      |      0      |    1946     |
| 00:39:16 |  0  |     351     |     210     |      0      |      0      |        2        |      15       |       0       |       0       |        2        |       13       |       0        |      113       |        0        |        0        |      0      |      0      |    1764     |
| 00:39:17 |  0  |     359     |     204     |      0      |      0      |        1        |      15       |       0       |       0       |        1        |       15       |       0        |      125       |        0        |        0        |      0      |      0      |    1946     |
| 00:39:18 |  0  |     246     |     98      |      0      |      0      |        4        |       7       |       0       |       0       |        2        |       18       |       0        |      123       |        0        |        0        |      0      |      0      |    1988     |
| 00:39:19 |  0  |     458     |     294     |      0      |      0      |        0        |      21       |       0       |       0       |        0        |       18       |       0        |      125       |        0        |        0        |      0      |      0      |    2002     |
| 00:39:20 |  0  |     612     |     444     |      0      |      0      |        3        |      32       |       0       |       0       |        2        |       16       |       0        |      120       |        0        |        0        |      0      |      0      |    1904     |
| 00:39:21 |  0  |     344     |     196     |      0      |      0      |        0        |      14       |       0       |       0       |        0        |       9        |       0        |      125       |        0        |        0        |      0      |      0      |    1876     |
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 00:39:22 |  0  |     479     |     322     |      0      |      0      |        3        |      24       |       0       |       0       |        2        |       17       |       0        |      116       |        0        |        0        |      0      |      0      |    1862     |
| 00:39:23 |  0  |     315     |     168     |      0      |      0      |        3        |      12       |       0       |       0       |        3        |       13       |       0        |      122       |        0        |        0        |      0      |      0      |    1876     |
| 00:39:24 |  0  |     246     |     112     |      0      |      0      |        2        |       8       |       0       |       0       |        2        |       12       |       0        |      114       |        0        |        0        |      0      |      0      |    1778     |
| 00:39:25 |  0  |     533     |     378     |      0      |      0      |        1        |      27       |       0       |       0       |        1        |       14       |       0        |      114       |        0        |        0        |      0      |      0      |    1792     |
| 00:39:26 |  0  |     377     |     224     |      0      |      0      |        4        |      17       |       0       |       0       |        3        |       20       |       0        |      116       |        0        |        0        |      0      |      0      |    1904     |
| 00:39:27 |  0  |     723     |     538     |      0      |      3      |        3        |      39       |       0       |       0       |        2        |       11       |       0        |      132       |        0        |        0        |      0      |      0      |    2002     |
| 00:39:28 |  0  |     751     |     588     |      0      |      0      |        2        |      42       |       0       |       0       |        2        |       7        |       0        |      114       |        0        |        0        |      0      |      0      |    1694     |
| 00:39:29 |  0  |     585     |     420     |      0      |      0      |        2        |      30       |       0       |       0       |        0        |       15       |       0        |      120       |        0        |        0        |      0      |      0      |    1890     |
| 00:39:30 |  0  |     281     |     140     |      0      |      0      |        3        |      10       |       0       |       0       |        1        |       16       |       0        |      115       |        0        |        0        |      0      |      0      |    1834     |
| 00:39:31 |  0  |     480     |     329     |      0      |      0      |        2        |      24       |       0       |       0       |        1        |       18       |       0        |      109       |        0        |        0        |      0      |      0      |    1778     |
| 00:39:32 |  0  |     595     |     439     |      0      |      0      |        4        |      31       |       0       |       0       |        2        |       16       |       0        |      109       |        0        |        0        |      0      |      0      |    1750     |
| 00:39:33 |  0  |     423     |     266     |      0      |      0      |        1        |      19       |       0       |       0       |        1        |       15       |       0        |      123       |        0        |        0        |      0      |      0      |    1932     |
| 00:39:34 |  0  |     418     |     259     |      0      |      0      |        3        |      19       |       0       |       0       |        1        |       19       |       0        |      121       |        0        |        0        |      0      |      0      |    1960     |
| 00:39:35 |  0  |     462     |     308     |      0      |      0      |        1        |      22       |       0       |       0       |        1        |       13       |       0        |      119       |        0        |        0        |      0      |      0      |    1848     |
| 00:39:36 |  0  |     349     |     196     |      0      |      0      |        1        |      14       |       0       |       0       |        1        |       17       |       0        |      122       |        0        |        0        |      0      |      0      |    1932     |
| 00:39:37 |  0  |     420     |     266     |      0      |      0      |        1        |      19       |       0       |       0       |        1        |       19       |       0        |      116       |        0        |        0        |      0      |      0      |    1890     |
| 00:39:38 |  0  |     533     |     364     |      0      |      0      |        2        |      26       |       0       |       0       |        2        |       19       |       0        |      124       |        0        |        0        |      0      |      0      |    2016     |
| 00:39:39 |  0  |     680     |     514     |      0      |      0      |        2        |      37       |       0       |       0       |        1        |       18       |       0        |      111       |        0        |        0        |      0      |      0      |    1792     |
| 00:39:40 |  0  |     403     |     252     |      0      |      0      |        0        |      18       |       0       |       0       |        0        |       15       |       0        |      118       |        0        |        0        |      0      |      0      |    1876     |
