Running. Waiting for incoming packets...
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 01:40:35 |  0  |     473     |     334     |      0      |      2      |        1        |      24       |       0       |       0       |        1        |       7        |       0        |      106       |        0        |        0        |      0      |      0      |    1582     |
| 01:40:36 |  0  |     647     |     517     |      0      |      1      |        6        |      37       |       0       |       0       |        6        |       3        |       0        |       89       |        0        |        0        |      0      |      0      |    1288     |
| 01:40:37 |  0  |     427     |     279     |      0      |     15      |        2        |      17       |       0       |       4       |        2        |       2        |       0        |      110       |        0        |        0        |      0      |      0      |    1568     |
| 01:40:38 |  0  |     437     |     316     |      0      |      9      |        4        |      23       |       0       |       1       |        1        |       2        |       0        |       86       |        0        |        0        |      0      |      0      |    1232     |
| 01:40:39 |  0  |     946     |     763     |      0      |     17      |        4        |      54       |       0       |       1       |        2        |       3        |       0        |      108       |        0        |        0        |      0      |      0      |    1554     |
| 01:40:40 |  0  |     684     |     564     |      0      |      7      |        9        |      43       |       0       |       0       |        6        |       2        |       0        |       68       |        0        |        0        |      0      |      0      |     980     |
| 01:40:41 |  0  |     755     |     603     |      0      |     12      |        6        |      43       |       0       |       1       |        5        |       4        |       0        |       92       |        0        |        0        |      0      |      0      |    1344     |
| 01:40:42 |  0  |     488     |     377     |      0      |      1      |        2        |      27       |       0       |       0       |        2        |       3        |       0        |       80       |        0        |        0        |      0      |      0      |    1162     |
| 01:40:43 |  0  |     518     |     373     |      0      |      5      |        2        |      27       |       0       |       0       |        2        |       4        |       0        |      109       |        0        |        0        |      0      |      0      |    1568     |
| 01:40:45 |  0  |     696     |     525     |      0      |      1      |        1        |      38       |       0       |       0       |        0        |       1        |       0        |      131       |        0        |        0        |      0      |      0      |    1862     |
| 01:40:46 |  0  |     554     |     417     |      0      |      4      |        5        |      29       |       0       |       3       |        4        |       3        |       0        |       98       |        0        |        0        |      0      |      0      |    1414     |
| 01:40:47 |  0  |    1072     |     908     |      0      |      2      |        4        |      63       |       0       |       2       |        1        |       5        |       0        |       92       |        0        |        0        |      0      |      0      |    1358     |
| 01:40:48 |  0  |     792     |     614     |      0      |     10      |        3        |      45       |       0       |       0       |        0        |       1        |       0        |      122       |        0        |        0        |      0      |      0      |    1722     |
| 01:40:49 |  0  |     966     |     795     |      0      |      0      |        6        |      57       |       0       |       1       |        2        |       1        |       0        |      112       |        0        |        0        |      0      |      0      |    1582     |
| 01:40:50 |  0  |     620     |     461     |      0      |      0      |        7        |      34       |       0       |       0       |        4        |       3        |       0        |      122       |        0        |        0        |      0      |      0      |    1750     |
| 01:40:51 |  0  |     418     |     327     |      0      |      1      |        4        |      24       |       0       |       1       |        2        |       2        |       0        |       63       |        0        |        0        |      0      |      0      |     910     |
| 01:40:52 |  0  |     773     |     591     |      0      |      0      |        5        |      43       |       0       |       0       |        1        |       6        |       0        |      133       |        0        |        0        |      0      |      0      |    1946     |
| 01:40:53 |  0  |     492     |     373     |      0      |      5      |        6        |      27       |       0       |       0       |        4        |       8        |       0        |       79       |        0        |        0        |      0      |      0      |    1218     |
| 01:40:54 |  0  |     672     |     500     |      0      |     18      |        3        |      37       |       0       |       1       |        2        |       2        |       0        |      114       |        0        |        0        |      0      |      0      |    1624     |
