Running. Waiting for incoming packets...
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 02:09:09 |  0  |     447     |     240     |      0      |     25      |        2        |      13       |       0       |       5       |        1        |       2        |       0        |      162       |        0        |        0        |      0      |      0      |    2296     |
| 02:09:10 |  0  |     768     |     557     |      0      |     49      |        5        |      43       |       0       |       2       |        3        |       0        |       0        |      117       |        0        |        0        |      0      |      0      |    1638     |
| 02:09:11 |  0  |     458     |     271     |      0      |     23      |        2        |      18       |       0       |       3       |        2        |       2        |       0        |      141       |        0        |        0        |      0      |      0      |    2002     |
| 02:09:12 |  0  |     644     |     456     |      0      |     30      |        3        |      31       |       0       |       4       |        2        |       3        |       0        |      120       |        0        |        0        |      0      |      0      |    1722     |
| 02:09:13 |  0  |    1048     |     812     |      0      |     56      |        5        |      55       |       0       |       7       |        5        |       0        |       0        |      118       |        0        |        0        |      0      |      0      |    1638     |
| 02:09:14 |  0  |     586     |     389     |      0      |     31      |        2        |      26       |       0       |       5       |        2        |       2        |       0        |      133       |        0        |        0        |      0      |      0      |    1904     |
| 02:09:15 |  0  |     359     |     201     |      0      |     23      |        1        |      12       |       0       |       4       |        1        |       0        |       0        |      119       |        0        |        0        |      0      |      0      |    1666     |
| 02:09:16 |  0  |     321     |     154     |      0      |     14      |        1        |      11       |       0       |       1       |        1        |       3        |       0        |      138       |        0        |        0        |      0      |      0      |    1960     |
| 02:09:17 |  0  |     471     |     315     |      0      |     21      |        2        |      21       |       0       |       4       |        2        |       3        |       0        |      107       |        0        |        0        |      0      |      0      |    1554     |
| 02:09:18 |  0  |     622     |     441     |      0      |     35      |        3        |      30       |       0       |       4       |        3        |       1        |       0        |      111       |        0        |        0        |      0      |      0      |    1568     |
