Running. Waiting for incoming packets...
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 15:15:22 |  0  |     564     |     347     |      0      |     31      |        1        |      25       |       0       |       1       |        1        |       0        |       0        |      160       |        0        |        0        |      0      |      0      |    2226     |
| 15:15:23 |  0  |     612     |     386     |      0      |     36      |        3        |      28       |       0       |       3       |        1        |       1        |       0        |      158       |        0        |        0        |      0      |      0      |    2240     |
| 15:15:24 |  0  |     288     |     99      |      0      |     13      |        0        |       8       |       0       |       0       |        0        |       2        |       0        |      166       |        0        |        0        |      0      |      0      |    2352     |
| 15:15:26 |  0  |     523     |     316     |      0      |     21      |        2        |      24       |       0       |       1       |        1        |       4        |       0        |      157       |        0        |        0        |      0      |      0      |    2254     |
| 15:15:27 |  0  |     425     |     255     |      0      |     11      |        1        |      19       |       0       |       0       |        1        |       3        |       0        |      137       |        0        |        0        |      0      |      0      |    1960     |
| 15:15:28 |  0  |     455     |     288     |      0      |     20      |        1        |      22       |       0       |       0       |        1        |       3        |       0        |      122       |        0        |        0        |      0      |      0      |    1750     |
| 15:15:29 |  0  |     414     |     220     |      0      |     18      |        4        |      18       |       0       |       0       |        3        |       1        |       0        |      157       |        0        |        0        |      0      |      0      |    2212     |
| 15:15:30 |  0  |     504     |     300     |      0      |     22      |        2        |      23       |       0       |       0       |        2        |       4        |       0        |      155       |        0        |        0        |      0      |      0      |    2226     |
| 15:15:31 |  0  |     247     |     90      |      0      |      8      |        0        |       7       |       0       |       0       |        0        |       1        |       0        |      141       |        0        |        0        |      0      |      0      |    1988     |
| 15:15:32 |  0  |     301     |     117     |      0      |      9      |        1        |       9       |       0       |       0       |        1        |       0        |       0        |      166       |        0        |        0        |      0      |      0      |    2310     |
| 15:15:33 |  0  |     679     |     445     |      0      |     31      |        3        |      32       |       0       |       3       |        2        |       1        |       0        |      167       |        0        |        0        |      0      |      0      |    2352     |
| 15:15:34 |  0  |     303     |     119     |      0      |      7      |        0        |       8       |       0       |       1       |        0        |       3        |       0        |      165       |        0        |        0        |      0      |      0      |    2352     |
| 15:15:35 |  0  |     685     |     451     |      0      |     39      |        3        |      33       |       0       |       3       |        2        |       3        |       0        |      156       |        0        |        0        |      0      |      0      |    2240     |
| 15:15:36 |  0  |     493     |     323     |      0      |     27      |        1        |      20       |       0       |       5       |        1        |       6        |       0        |      112       |        0        |        0        |      0      |      0      |    1652     |
| 15:15:37 |  0  |     157     |     39      |      0      |      3      |        1        |       3       |       0       |       0       |        1        |       3        |       0        |      109       |        0        |        0        |      0      |      0      |    1568     |
| 15:15:38 |  0  |     633     |     449     |      0      |     41      |        1        |      31       |       0       |       4       |        1        |       2        |       0        |      106       |        0        |        0        |      0      |      0      |    1512     |
| 15:15:39 |  0  |     639     |     475     |      0      |     43      |        1        |      33       |       0       |       4       |        1        |       6        |       0        |       78       |        0        |        0        |      0      |      0      |    1176     |
| 15:15:40 |  0  |     413     |     291     |      0      |     17      |        4        |      21       |       0       |       1       |        4        |       3        |       0        |       80       |        0        |        0        |      0      |      0      |    1162     |
| 15:15:41 |  0  |     520     |     383     |      0      |     22      |        2        |      28       |       0       |       0       |        2        |       4        |       0        |       83       |        0        |        0        |      0      |      0      |    1218     |
