Running. Waiting for incoming packets...
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 12:51:51 |  0  |     530     |     316     |      0      |     20      |        2        |      24       |       0       |       0       |        2        |       5        |       0        |      165       |        0        |        0        |      0      |      0      |    2380     |
| 12:51:52 |  0  |     400     |     229     |      0      |      9      |        1        |      17       |       0       |       1       |        0        |       5        |       0        |      139       |        0        |        0        |      0      |      0      |    2016     |
| 12:51:53 |  0  |     267     |     104     |      0      |      5      |        1        |       7       |       0       |       0       |        1        |       2        |       0        |      149       |        0        |        0        |      0      |      0      |    2114     |
| 12:51:54 |  0  |     328     |     174     |      0      |      8      |        0        |      13       |       0       |       0       |        0        |       5        |       0        |      128       |        0        |        0        |      0      |      0      |    1862     |
| 12:51:55 |  0  |     331     |     171     |      0      |     11      |        1        |      13       |       0       |       0       |        1        |       5        |       0        |      131       |        0        |        0        |      0      |      0      |    1904     |
| 12:51:56 |  0  |     216     |     78      |      0      |      6      |        1        |       5       |       0       |       1       |        1        |       4        |       0        |      122       |        0        |        0        |      0      |      0      |    1764     |
| 12:51:57 |  0  |     295     |     132     |      0      |      8      |        0        |       8       |       0       |       2       |        0        |       4        |       0        |      141       |        0        |        0        |      0      |      0      |    2030     |
| 12:51:58 |  0  |     330     |     168     |      0      |     14      |        2        |      12       |       0       |       1       |        2        |       0        |       0        |      135       |        0        |        0        |      0      |      0      |    1890     |
| 12:51:59 |  0  |     333     |     175     |      0      |      7      |        0        |      13       |       0       |       0       |        0        |       6        |       0        |      132       |        0        |        0        |      0      |      0      |    1932     |
| 12:52:00 |  0  |     296     |     133     |      0      |      7      |        1        |      11       |       0       |       0       |        1        |       6        |       0        |      139       |        0        |        0        |      0      |      0      |    2030     |
