Running. Waiting for incoming packets...
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 15:36:11 |  0  |     497     |     308     |      0      |     14      |        0        |      20       |       0       |       3       |        0        |       3        |       0        |      149       |        0        |        0        |      0      |      0      |    2114     |
| 15:36:12 |  0  |     222     |     91      |      0      |      7      |        1        |       6       |       0       |       1       |        1        |       5        |       0        |      112       |        0        |        0        |      0      |      0      |    1652     |
| 15:36:13 |  0  |     292     |     167     |      0      |     12      |        2        |      13       |       0       |       0       |        1        |       6        |       0        |       94       |        0        |        0        |      0      |      0      |    1400     |
| 15:36:14 |  0  |     791     |     607     |      0      |     37      |        3        |      45       |       0       |       1       |        3        |       5        |       0        |       96       |        0        |        0        |      0      |      0      |    1414     |
| 15:36:15 |  0  |     671     |     471     |      0      |     33      |        3        |      36       |       0       |       0       |        3        |       3        |       0        |      128       |        0        |        0        |      0      |      0      |    1834     |
| 15:36:16 |  0  |     575     |     399     |      0      |     39      |        7        |      30       |       0       |       3       |        5        |       1        |       0        |      103       |        0        |        0        |      0      |      0      |    1456     |
| 15:36:17 |  0  |     576     |     399     |      0      |     21      |        2        |      30       |       0       |       1       |        1        |       1        |       0        |      124       |        0        |        0        |      0      |      0      |    1750     |
| 15:36:18 |  0  |     569     |     431     |      0      |     19      |        5        |      33       |       0       |       0       |        4        |       6        |       0        |       80       |        0        |        0        |      0      |      0      |    1204     |
| 15:36:19 |  0  |     525     |     367     |      0      |     23      |        5        |      29       |       0       |       0       |        3        |       5        |       0        |      101       |        0        |        0        |      0      |      0      |    1484     |
| 15:36:20 |  0  |     517     |     358     |      0      |     20      |        3        |      26       |       0       |       1       |        3        |       2        |       0        |      110       |        0        |        0        |      0      |      0      |    1568     |
| 15:36:21 |  0  |     670     |     488     |      0      |     26      |        5        |      33       |       0       |       4       |        4        |       4        |       0        |      115       |        0        |        0        |      0      |      0      |    1666     |
| 15:36:22 |  0  |     647     |     477     |      0      |     39      |        6        |      35       |       0       |       3       |        4        |       3        |       0        |       90       |        0        |        0        |      0      |      0      |    1302     |
| 15:36:23 |  0  |     614     |     451     |      0      |     39      |        0        |      31       |       0       |       4       |        0        |       1        |       0        |       88       |        0        |        0        |      0      |      0      |    1246     |
| 15:36:24 |  0  |     766     |     575     |      0      |     41      |        2        |      38       |       0       |       6       |        2        |       7        |       0        |       99       |        0        |        0        |      0      |      0      |    1484     |
| 15:36:25 |  0  |     719     |     564     |      0      |     32      |        5        |      34       |       0       |       9       |        5        |       4        |       0        |       76       |        0        |        0        |      0      |      0      |    1120     |
| 15:36:26 |  0  |     287     |     185     |      0      |      9      |        3        |      11       |       0       |       3       |        1        |       1        |       0        |       78       |        0        |        0        |      0      |      0      |    1106     |
| 15:36:27 |  0  |     463     |     312     |      0      |     14      |        4        |      18       |       0       |       6       |        3        |       1        |       0        |      112       |        0        |        0        |      0      |      0      |    1582     |
| 15:36:28 |  0  |     419     |     279     |      0      |     22      |        4        |      19       |       0       |       3       |        3        |       2        |       0        |       94       |        0        |        0        |      0      |      0      |    1344     |
| 15:36:29 |  0  |     422     |     289     |      0      |     19      |        2        |      17       |       0       |       5       |        2        |       2        |       0        |       90       |        0        |        0        |      0      |      0      |    1288     |
| 15:36:30 |  0  |     562     |     400     |      0      |     20      |        0        |      28       |       0       |       2       |        0        |       0        |       0        |      112       |        0        |        0        |      0      |      0      |    1568     |
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 15:36:31 |  0  |     658     |     467     |      0      |     23      |        4        |      34       |       0       |       1       |        4        |       2        |       0        |      131       |        0        |        0        |      0      |      0      |    1848     |
| 15:36:32 |  0  |     364     |     250     |      0      |     16      |        0        |      15       |       0       |       4       |        0        |       3        |       0        |       76       |        0        |        0        |      0      |      0      |    1120     |
| 15:36:33 |  0  |     622     |     445     |      0      |     29      |        5        |      32       |       0       |       3       |        4        |       1        |       0        |      112       |        0        |        0        |      0      |      0      |    1582     |
| 15:36:34 |  0  |     340     |     219     |      0      |     19      |        2        |      16       |       0       |       2       |        1        |       1        |       0        |       83       |        0        |        0        |      0      |      0      |    1176     |
| 15:36:35 |  0  |     542     |     396     |      0      |     22      |        6        |      25       |       0       |       5       |        5        |       3        |       0        |       91       |        0        |        0        |      0      |      0      |    1316     |
| 15:36:36 |  0  |     369     |     238     |      0      |     11      |        2        |      18       |       0       |       0       |        1        |       3        |       0        |       99       |        0        |        0        |      0      |      0      |    1414     |
| 15:36:37 |  0  |     802     |     622     |      0      |     27      |        5        |      43       |       0       |       5       |        2        |       2        |       0        |      103       |        0        |        0        |      0      |      0      |    1484     |
| 15:36:38 |  0  |     232     |     102     |      0      |     10      |        0        |       8       |       0       |       0       |        0        |       2        |       0        |      110       |        0        |        0        |      0      |      0      |    1568     |
| 15:36:39 |  0  |     790     |     560     |      0      |     37      |        5        |      38       |       0       |       6       |        3        |       1        |       0        |      148       |        0        |        0        |      0      |      0      |    2086     |
| 15:36:40 |  0  |     589     |     377     |      0      |     24      |        4        |      27       |       0       |       2       |        3        |       1        |       0        |      158       |        0        |        0        |      0      |      0      |    2226     |
| 15:36:41 |  0  |     399     |     230     |      0      |     16      |        2        |      18       |       0       |       0       |        1        |       4        |       0        |      131       |        0        |        0        |      0      |      0      |    1890     |
| 15:36:42 |  0  |     733     |     532     |      0      |     37      |        6        |      38       |       0       |       4       |        3        |       2        |       0        |      120       |        0        |        0        |      0      |      0      |    1708     |
| 15:36:43 |  0  |     766     |     607     |      0      |     28      |        6        |      44       |       0       |       2       |        5        |       1        |       0        |       84       |        0        |        0        |      0      |      0      |    1190     |
| 15:36:44 |  0  |     378     |     215     |      0      |      9      |        0        |      15       |       0       |       1       |        0        |       3        |       0        |      135       |        0        |        0        |      0      |      0      |    1932     |
| 15:36:45 |  0  |     469     |     296     |      0      |     26      |        3        |      23       |       0       |       0       |        3        |       3        |       0        |      121       |        0        |        0        |      0      |      0      |    1736     |
| 15:36:46 |  0  |     357     |     226     |      0      |     12      |        3        |      17       |       0       |       0       |        3        |       1        |       0        |      101       |        0        |        0        |      0      |      0      |    1428     |
| 15:36:47 |  0  |     845     |     627     |      0      |     31      |        2        |      44       |       0       |       4       |        1        |       4        |       0        |      135       |        0        |        0        |      0      |      0      |    1946     |
| 15:36:48 |  0  |     495     |     331     |      0      |     17      |        7        |      25       |       0       |       1       |        5        |       1        |       0        |      120       |        0        |        0        |      0      |      0      |    1680     |
| 15:36:49 |  0  |     405     |     235     |      0      |     17      |        3        |      15       |       0       |       3       |        3        |       2        |       0        |      133       |        0        |        0        |      0      |      0      |    1904     |
| 15:36:50 |  0  |     760     |     559     |      0      |     41      |        7        |      42       |       0       |       1       |        4        |       2        |       0        |      115       |        0        |        0        |      0      |      0      |    1638     |
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 15:36:51 |  0  |     849     |     661     |      0      |     42      |        4        |      51       |       0       |       1       |        2        |       4        |       0        |       90       |        0        |        0        |      0      |      0      |    1316     |
| 15:36:52 |  0  |     865     |     679     |      0      |     27      |        8        |      52       |       0       |       1       |        3        |       5        |       0        |      101       |        0        |        0        |      0      |      0      |    1484     |
| 15:36:53 |  0  |     564     |     413     |      0      |     31      |        6        |      31       |       0       |       1       |        5        |       2        |       0        |       86       |        0        |        0        |      0      |      0      |    1232     |
| 15:36:54 |  0  |     694     |     477     |      0      |     29      |        6        |      37       |       0       |       0       |        4        |       7        |       0        |      144       |        0        |        0        |      0      |      0      |    2114     |
| 15:36:55 |  0  |     719     |     536     |      0      |     29      |        5        |      41       |       0       |       0       |        4        |       2        |       0        |      111       |        0        |        0        |      0      |      0      |    1582     |
| 15:36:56 |  0  |     599     |     422     |      0      |     26      |        3        |      31       |       0       |       1       |        3        |       2        |       0        |      117       |        0        |        0        |      0      |      0      |    1666     |
| 15:36:57 |  0  |     592     |     427     |      0      |     21      |        4        |      32       |       0       |       0       |        4        |       3        |       0        |      109       |        0        |        0        |      0      |      0      |    1568     |
| 15:36:58 |  0  |     664     |     506     |      0      |     18      |        3        |      37       |       0       |       1       |        3        |       0        |       0        |      102       |        0        |        0        |      0      |      0      |    1428     |
| 15:36:59 |  0  |     505     |     341     |      0      |     23      |        1        |      25       |       0       |       1       |        1        |       4        |       0        |      111       |        0        |        0        |      0      |      0      |    1610     |
| 15:37:00 |  0  |     998     |     760     |      0      |     38      |        5        |      55       |       0       |       2       |        5        |       1        |       0        |      142       |        0        |        0        |      0      |      0      |    2002     |
| 15:37:01 |  0  |     573     |     435     |      0      |     17      |        2        |      33       |       0       |       0       |        2        |       0        |       0        |       88       |        0        |        0        |      0      |      0      |    1232     |
| 15:37:02 |  0  |     694     |     503     |      0      |     25      |        3        |      36       |       0       |       1       |        3        |       2        |       0        |      127       |        0        |        0        |      0      |      0      |    1806     |
| 15:37:03 |  0  |     650     |     479     |      0      |     24      |        5        |      35       |       0       |       0       |        5        |       4        |       0        |      108       |        0        |        0        |      0      |      0      |    1568     |
| 15:37:04 |  0  |     418     |     285     |      0      |     11      |        1        |      21       |       0       |       0       |        1        |       3        |       0        |       98       |        0        |        0        |      0      |      0      |    1414     |
| 15:37:05 |  0  |     653     |     465     |      0      |     39      |        5        |      35       |       0       |       3       |        4        |       3        |       0        |      108       |        0        |        0        |      0      |      0      |    1554     |
| 15:37:06 |  0  |     448     |     319     |      0      |     17      |        3        |      25       |       0       |       0       |        2        |       3        |       0        |       84       |        0        |        0        |      0      |      0      |    1218     |
| 15:37:07 |  0  |     507     |     338     |      0      |     22      |        1        |      25       |       0       |       1       |        0        |       1        |       0        |      120       |        0        |        0        |      0      |      0      |    1694     |
| 15:37:08 |  0  |     541     |     380     |      0      |     20      |        0        |      28       |       0       |       1       |        0        |       5        |       0        |      107       |        0        |        0        |      0      |      0      |    1568     |
| 15:37:09 |  0  |     974     |     751     |      0      |     53      |        5        |      56       |       0       |       1       |        5        |       4        |       0        |      109       |        0        |        0        |      0      |      0      |    1582     |
| 15:37:10 |  0  |     865     |     649     |      0      |     31      |        6        |      47       |       0       |       2       |        5        |       2        |       0        |      134       |        0        |        0        |      0      |      0      |    1904     |
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 15:37:11 |  0  |     429     |     241     |      0      |     18      |        3        |      19       |       0       |       0       |        2        |       3        |       0        |      148       |        0        |        0        |      0      |      0      |    2114     |
| 15:37:12 |  0  |     363     |     211     |      0      |     13      |        3        |      17       |       0       |       0       |        2        |       2        |       0        |      120       |        0        |        0        |      0      |      0      |    1708     |
| 15:37:13 |  0  |     381     |     240     |      0      |     12      |        3        |      17       |       0       |       1       |        3        |       2        |       0        |      109       |        0        |        0        |      0      |      0      |    1554     |
| 15:37:14 |  0  |     916     |     701     |      0      |     55      |        6        |      50       |       0       |       4       |        6        |       4        |       0        |      102       |        0        |        0        |      0      |      0      |    1484     |
| 15:37:15 |  0  |     400     |     260     |      0      |     17      |        2        |      20       |       0       |       0       |        1        |       2        |       0        |      101       |        0        |        0        |      0      |      0      |    1442     |
| 15:37:16 |  0  |     422     |     252     |      0      |     14      |        1        |      18       |       0       |       1       |        1        |       1        |       0        |      136       |        0        |        0        |      0      |      0      |    1918     |
| 15:37:17 |  0  |     295     |     174     |      0      |      8      |        2        |       9       |       0       |       4       |        2        |       1        |       0        |       99       |        0        |        0        |      0      |      0      |    1400     |
| 15:37:18 |  0  |     672     |     485     |      0      |     31      |        7        |      34       |       0       |       3       |        6        |       4        |       0        |      115       |        0        |        0        |      0      |      0      |    1666     |
| 15:37:19 |  0  |     468     |     298     |      0      |     11      |        1        |      22       |       0       |       1       |        0        |       5        |       0        |      131       |        0        |        0        |      0      |      0      |    1890     |
| 15:37:20 |  0  |     768     |     551     |      0      |     40      |        5        |      42       |       0       |       2       |        3        |       4        |       0        |      129       |        0        |        0        |      0      |      0      |    1876     |
| 15:37:21 |  0  |     371     |     224     |      0      |     11      |        3        |      15       |       0       |       3       |        2        |       1        |       0        |      117       |        0        |        0        |      0      |      0      |    1652     |
| 15:37:22 |  0  |     483     |     287     |      0      |     24      |        1        |      21       |       0       |       1       |        1        |       7        |       0        |      143       |        0        |        0        |      0      |      0      |    2100     |
| 15:37:23 |  0  |     495     |     330     |      0      |     20      |        5        |      24       |       0       |       2       |        4        |       2        |       0        |      117       |        0        |        0        |      0      |      0      |    1666     |
| 15:37:24 |  0  |     368     |     206     |      0      |     18      |        1        |      15       |       0       |       1       |        1        |       2        |       0        |      126       |        0        |        0        |      0      |      0      |    1792     |
| 15:37:25 |  0  |     578     |     430     |      0      |     22      |        4        |      29       |       0       |       4       |        2        |       0        |       0        |       93       |        0        |        0        |      0      |      0      |    1302     |
| 15:37:26 |  0  |     704     |     493     |      0      |     25      |        2        |      35       |       0       |       2       |        3        |       4        |       0        |      145       |        0        |        0        |      0      |      0      |    2086     |
| 15:37:27 |  0  |     635     |     453     |      0      |     27      |        6        |      34       |       0       |       2       |        4        |       1        |       0        |      118       |        0        |        0        |      0      |      0      |    1666     |
| 15:37:28 |  0  |     739     |     545     |      0      |     29      |        5        |      38       |       0       |       3       |        5        |       5        |       0        |      119       |        0        |        0        |      0      |      0      |    1736     |
| 15:37:29 |  0  |     455     |     306     |      0      |     16      |        3        |      22       |       0       |       1       |        3        |       2        |       0        |      108       |        0        |        0        |      0      |      0      |    1540     |
| 15:37:30 |  0  |     566     |     372     |      0      |     20      |        3        |      26       |       0       |       2       |        3        |       6        |       0        |      140       |        0        |        0        |      0      |      0      |    2044     |
