TotalPoints,NumDUs,MediaRUsPerDU,DP_RUsPerDU,MediaBandwidthPerDU,DP_BandwidthPerDU,TotalLinkDistanceKM,MediaLinkDistance,DP_LinkDistance
86,40,2.15,0.48304589153964794,201.5,4.83045891539648,35.42068400366525,0.7700148696448967,0.48001233005789745
