Scenario,TotalPoints,NumDUs,MediaRUsPerDU,DP_RUsPerDU,MediaBandwidthPerDU,DP_BandwidthPerDU,TotalLinkDistanceKM,MediaLinkDistance,DP_LinkDistance
ilp_adversarial,83,19,4.368421052631579,0.8306975860878395,398.94736842105266,57.338637045587454,66.69929435649858,1.0421764743202904,0.3907737369752608
ilp_otimizado,83,19,4.368421052631579,0.4955946277833521,398.94736842105266,23.78018242199567,37.397622761706714,0.5843378556516674,0.2517885973423741
grd_adversarial,83,19,4.368421052631579,0.7608859102526822,398.94736842105266,61.00043140485931,74.0123908224077,1.15644360660012,1.2845350991263398
