Running. Waiting for incoming packets...
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 19:03:08 |  0  |     712     |     525     |      0      |      7      |        1        |      38       |       0       |       0       |        1        |       8        |       0        |      134       |        0        |        0        |      0      |      0      |    1988     |
| 19:03:09 |  0  |     309     |     182     |      0      |      0      |        3        |      13       |       0       |       0       |        3        |       6        |       0        |      108       |        0        |        0        |      0      |      0      |    1596     |
| 19:03:10 |  0  |     906     |     727     |      0      |      1      |        5        |      53       |       0       |       0       |        4        |       2        |       0        |      123       |        0        |        0        |      0      |      0      |    1750     |
| 19:03:11 |  0  |     435     |     294     |      0      |      0      |        1        |      21       |       0       |       0       |        1        |       1        |       0        |      119       |        0        |        0        |      0      |      0      |    1680     |
| 19:03:12 |  0  |     434     |     287     |      0      |      0      |        4        |      21       |       0       |       0       |        4        |       4        |       0        |      122       |        0        |        0        |      0      |      0      |    1764     |
| 19:03:13 |  0  |     427     |     280     |      0      |      0      |        0        |      20       |       0       |       0       |        0        |       4        |       0        |      123       |        0        |        0        |      0      |      0      |    1778     |
| 19:03:14 |  0  |     264     |     140     |      0      |      0      |        0        |      10       |       0       |       0       |        0        |       2        |       0        |      112       |        0        |        0        |      0      |      0      |    1596     |
| 19:03:15 |  0  |     760     |     574     |      0      |      0      |        2        |      41       |       0       |       0       |        2        |       9        |       0        |      136       |        0        |        0        |      0      |      0      |    2030     |
| 19:03:16 |  0  |     197     |     98      |      0      |      0      |        1        |       7       |       0       |       0       |        1        |       1        |       0        |       91       |        0        |        0        |      0      |      0      |    1288     |
| 19:03:17 |  0  |     425     |     301     |      0      |      0      |        1        |      22       |       0       |       0       |        0        |       5        |       0        |       97       |        0        |        0        |      0      |      0      |    1428     |
