Running. Waiting for incoming packets...
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 21:30:05 |  0  |     394     |     252     |      0      |      0      |        0        |      18       |       0       |       0       |        0        |       11       |       1        |      112       |        0        |        0        |      0      |      0      |    1736     |
| 21:30:06 |  0  |     467     |     321     |      0      |      1      |        3        |      23       |       0       |       0       |        3        |       6        |       0        |      116       |        0        |        0        |      0      |      0      |    1708     |
| 21:30:07 |  0  |     468     |     336     |      0      |      0      |        4        |      24       |       0       |       0       |        4        |       9        |       0        |       99       |        0        |        0        |      0      |      0      |    1512     |
| 21:30:08 |  0  |     286     |     168     |      0      |      0      |        2        |      12       |       0       |       0       |        2        |       7        |       0        |       99       |        0        |        0        |      0      |      0      |    1484     |
| 21:30:09 |  0  |     617     |     467     |      0      |      9      |        4        |      34       |       0       |       0       |        4        |       4        |       0        |      103       |        0        |        0        |      0      |      0      |    1498     |
| 21:30:10 |  0  |     425     |     308     |      0      |      0      |        0        |      22       |       0       |       0       |        0        |       5        |       0        |       90       |        0        |        0        |      0      |      0      |    1330     |
| 21:30:11 |  0  |     174     |     97      |      0      |      1      |        0        |       7       |       0       |       0       |        0        |       2        |       0        |       67       |        0        |        0        |      0      |      0      |     966     |
| 21:30:12 |  0  |     467     |     340     |      0      |      1      |        6        |      24       |       0       |       0       |        4        |       5        |       0        |       97       |        0        |        0        |      0      |      0      |    1428     |
| 21:30:13 |  0  |     402     |     294     |      0      |      0      |        3        |      21       |       0       |       0       |        1        |       6        |       0        |       81       |        0        |        0        |      0      |      0      |    1218     |
| 21:30:14 |  0  |     315     |     186     |      0      |      0      |        1        |      13       |       0       |       0       |        1        |       3        |       0        |      113       |        0        |        0        |      0      |      0      |    1624     |
| 21:30:15 |  0  |     501     |     380     |      0      |      0      |        9        |      29       |       0       |       0       |        7        |       4        |       0        |       88       |        0        |        0        |      0      |      0      |    1288     |
| 21:30:16 |  0  |     504     |     398     |      0      |      2      |        8        |      28       |       0       |       0       |        3        |       3        |       0        |       73       |        0        |        0        |      0      |      0      |    1064     |
| 21:30:17 |  0  |     407     |     271     |      0      |      0      |        6        |      21       |       0       |       0       |        3        |       3        |       0        |      112       |        0        |        0        |      0      |      0      |    1610     |
| 21:30:18 |  0  |     981     |     805     |      0      |      0      |        6        |      58       |       0       |       0       |        5        |       3        |       0        |      115       |        0        |        0        |      0      |      0      |    1652     |
| 21:30:19 |  0  |     701     |     564     |      0      |      1      |        2        |      40       |       0       |       0       |        2        |       3        |       0        |       93       |        0        |        0        |      0      |      0      |    1344     |
| 21:30:20 |  0  |     539     |     378     |      0      |      0      |        2        |      27       |       0       |       0       |        2        |       10       |       0        |      124       |        0        |        0        |      0      |      0      |    1876     |
| 21:30:21 |  0  |     381     |     249     |      0      |      0      |        3        |      18       |       0       |       0       |        0        |       4        |       0        |      110       |        0        |        0        |      0      |      0      |    1596     |
| 21:30:22 |  0  |     541     |     389     |      0      |      1      |        5        |      29       |       0       |       0       |        3        |       6        |       0        |      116       |        0        |        0        |      0      |      0      |    1708     |
| 21:30:23 |  0  |     513     |     356     |      0      |      0      |        4        |      27       |       0       |       0       |        1        |       5        |       0        |      125       |        0        |        0        |      0      |      0      |    1820     |
| 21:30:24 |  0  |     564     |     420     |      0      |      0      |        4        |      30       |       0       |       0       |        4        |       8        |       0        |      106       |        0        |        0        |      0      |      0      |    1596     |
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 21:30:25 |  0  |     635     |     491     |      0      |      1      |        3        |      36       |       0       |       0       |        2        |       6        |       0        |      101       |        0        |        0        |      0      |      0      |    1498     |
| 21:30:26 |  0  |     453     |     322     |      0      |      0      |        3        |      23       |       0       |       0       |        1        |       3        |       0        |      105       |        0        |        0        |      0      |      0      |    1512     |
| 21:30:27 |  0  |     702     |     532     |      0      |      0      |        3        |      39       |       0       |       0       |        3        |       5        |       0        |      126       |        0        |        0        |      0      |      0      |    1834     |
| 21:30:28 |  0  |     724     |     577     |      0      |      0      |        8        |      41       |       0       |       0       |        4        |       5        |       0        |      101       |        0        |        0        |      0      |      0      |    1484     |
| 21:30:29 |  0  |     607     |     475     |      0      |      0      |        4        |      35       |       0       |       0       |        2        |       4        |       0        |       93       |        0        |        0        |      0      |      0      |    1358     |
| 21:30:30 |  0  |     544     |     430     |      0      |      1      |        7        |      31       |       0       |       0       |        5        |       6        |       0        |       76       |        0        |        0        |      0      |      0      |    1148     |
