Running. Waiting for incoming packets...
[1m|   TIME   | ID  |  RX_TOTAL   | RX_ON_TIME  |  RX_EARLY   |   RX_LATE   |   RX_SEQ_ERR    | RX_ON_TIME_C  |  RX_EARLY_C   |   RX_LATE_C   |  RX_SEQ_ERR_C   | RX_ON_TIME_C_U |  RX_EARLY_C_U  |  RX_LATE_C_U   | RX_SEQ_ERR_C_U  | RX_SEQ_ERR_PRACH | RX_CORRUPT  | RX_ERR_DROP |  TX_TOTAL   |
[0m| 21:30:04 |  0  |     840     |     624     |      0      |      6      |        4        |      45       |       0       |       0       |        2        |       11       |       0        |      154       |        0        |        0        |      0      |      0      |    2310     |
| 21:30:05 |  0  |     606     |     453     |      0      |      0      |        7        |      33       |       0       |       0       |        3        |       6        |       0        |      114       |        0        |        0        |      0      |      0      |    1680     |
| 21:30:06 |  0  |     374     |     237     |      0      |      1      |        5        |      17       |       0       |       0       |        2        |       8        |       0        |      111       |        0        |        0        |      0      |      0      |    1666     |
| 21:30:07 |  0  |     888     |     680     |      0      |      1      |       10        |      49       |       0       |       0       |        6        |       9        |       0        |      149       |        0        |        0        |      0      |      0      |    2212     |
| 21:30:08 |  0  |     298     |     154     |      0      |      0      |        4        |      11       |       0       |       0       |        2        |       7        |       0        |      126       |        0        |        0        |      0      |      0      |    1862     |
| 21:30:09 |  0  |     316     |     196     |      0      |      0      |        6        |      14       |       0       |       0       |        2        |       4        |       0        |      102       |        0        |        0        |      0      |      0      |    1470     |
| 21:30:10 |  0  |     801     |     644     |      0      |      0      |        5        |      46       |       0       |       0       |        5        |       6        |       0        |      105       |        0        |        0        |      0      |      0      |    1568     |
| 21:30:11 |  0  |     413     |     291     |      0      |      0      |        2        |      21       |       0       |       0       |        1        |       6        |       0        |       95       |        0        |        0        |      0      |      0      |    1400     |
| 21:30:12 |  0  |     718     |     543     |      0      |     11      |        6        |      39       |       0       |       0       |        5        |       5        |       0        |      120       |        0        |        0        |      0      |      0      |    1764     |
| 21:30:13 |  0  |     381     |     249     |      0      |      0      |        3        |      16       |       0       |       0       |        3        |       7        |       0        |      109       |        0        |        0        |      0      |      0      |    1624     |
