state,NomeEntidade,NumFistel,NumServico,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,tipoTecnologia,meioAcesso,FreqTxMHz,FreqRxMHz,Azimute,CodTipoClasseEstacao,ClassInfraFisica,CompartilhamentoInfraFisica,CodTipoAntena,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,Polarizacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,CodDebitoTFI,DataLicenciamento,DataPrimeiroLicenciamento,NumRede,_id,DataValidade,NumFistelAssociado,NomeEntidadeAssociado,Municipio.NomeMunicipio
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,698044711,R EVILÁSIO SILVA,,RJ,3303302,10M0G7W,NR,SA-NSA,,2150,1960,0,FB,,,760,056001603518,14.7,25,53,-2,X,45,040952002519,60,-22.88101,-43.08063,G,2023-09-11,2012-11-16,,8e9f62a8299789a6,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,34672011,698044711,R EVILÁSIO SILVA,,RJ,3303302,10M0G7W,NR,SA-NSA,,2140,1950,0,FB,,,760,056001603518,14.7,25,53,-2,X,45,040952002519,60,-22.88101,-43.08063,G,2023-09-11,2012-11-16,,8e9f62a8299789a7,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,698044711,R EVILÁSIO SILVA,,RJ,3303302,10M0G7W,NR,SA-NSA,,2150,1960,100,FB,,,760,056001603518,14.7,25,53,-2,X,45,040952002519,60,-22.88101,-43.08063,G,2023-09-11,2012-11-16,,8e9f62a8299789a8,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,34672011,698044711,R EVILÁSIO SILVA,,RJ,3303302,10M0G7W,NR,SA-NSA,,2140,1950,100,FB,,,760,056001603518,14.7,25,53,-2,X,45,040952002519,60,-22.88101,-43.08063,G,2023-09-11,2012-11-16,,8e9f62a8299789a9,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,698044711,R EVILÁSIO SILVA,,RJ,3303302,10M0G7W,NR,SA-NSA,,2150,1960,195,FB,,,760,056001603518,14.7,25,53,-2,X,45,040952002519,60,-22.88101,-43.08063,G,2023-09-11,2012-11-16,,8e9f62a8299789aa,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,34672011,698044711,R EVILÁSIO SILVA,,RJ,3303302,10M0G7W,NR,SA-NSA,,2140,1950,195,FB,,,760,056001603518,14.7,25,53,-2,X,45,040952002519,60,-22.88101,-43.08063,G,2023-09-11,2012-11-16,,8e9f62a8299789ab,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,34672011,1012390206,EST PACHECO DE CARVALHO,,RJ,3303302,10M0G7W,NR,SA-NSA,,2140,1950,280,FB,,,760,056001603518,14.7,25,53,0,X,15.5,040952002519,60,-22.918,-43.065,G,2023-09-11,2021-09-29,,6c9ef5f83d8467ce,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,1012390206,EST PACHECO DE CARVALHO,,RJ,3303302,10M0G7W,NR,SA-NSA,,2150,1960,280,FB,,,760,056001603518,14.7,25,53,0,X,15.5,040952002519,60,-22.918,-43.065,G,2023-09-11,2021-09-29,,6c9ef5f83d8467cf,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,34672011,1012390206,EST PACHECO DE CARVALHO,,RJ,3303302,10M0G7W,NR,SA-NSA,,2140,1950,30,FB,,,760,056001603518,14.7,25,53,0,X,15.5,040952002519,60,-22.918,-43.065,G,2023-09-11,2021-09-29,,6c9ef5f83d8467d0,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,1012390206,EST PACHECO DE CARVALHO,,RJ,3303302,10M0G7W,NR,SA-NSA,,2150,1960,30,FB,,,760,056001603518,14.7,25,53,0,X,15.5,040952002519,60,-22.918,-43.065,G,2023-09-11,2021-09-29,,6c9ef5f83d8467d1,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,34672011,1012390206,EST PACHECO DE CARVALHO,,RJ,3303302,10M0G7W,NR,SA-NSA,,2140,1950,180,FB,,,760,056001603518,14.7,25,53,0,X,15.5,040952002519,60,-22.918,-43.065,G,2023-09-11,2021-09-29,,6c9ef5f83d8467d2,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,1012390206,EST PACHECO DE CARVALHO,,RJ,3303302,10M0G7W,NR,SA-NSA,,2150,1960,180,FB,,,760,056001603518,14.7,25,53,0,X,15.5,040952002519,60,-22.918,-43.065,G,2023-09-11,2021-09-29,,6c9ef5f83d8467d3,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,34672011,1011905709,TRAVESSA SANTO ANTÔNIO,,RJ,3303302,10M0G7W,NR,SA-NSA,,2140,1950,300,FB,,,760,056001603518,14.7,25,53,-2,X,53.9,040952002519,60,-22.8842,-43.11145,G,2023-09-11,2021-04-30,,af8bc5f860f32abf,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,48372023,1011905709,TRAVESSA SANTO ANTÔNIO,,RJ,3303302,10M0G7W,NR,SA-NSA,,2150,1960,300,FB,,,760,056001603518,14.7,25,53,-2,X,53.9,040952002519,60,-22.8842,-43.11145,G,2023-09-11,2021-04-30,,af8bc5f860f32ac0,2028-04-01,,,Niterói
LIC-LIC-01,CLARO S.A.,50409307637,010,34672011,1011905709,TRAVESSA SANTO ANTÔNIO,,RJ,3303302,10M0G7W,NR,SA-NSA,,2140,1950,120,FB,,,760,056001603518,14.7,25,53,-2,X,53.9,040952002519,60,-22.8842,-43.11145,G,2023-09-11,2021-04-30,,af8bc5f860f32ac1,2028-04-01,,,Niterói
