state,NomeEntidade,NumFistel,NumServico,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,tipoTecnologia,meioAcesso,FreqTxMHz,FreqRxMHz,Azimute,CodTipoClasseEstacao,ClassInfraFisica,CompartilhamentoInfraFisica,CodTipoAntena,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,Polarizacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,CodDebitoTFI,DataLicenciamento,DataPrimeiroLicenciamento,NumRede,_id,DataValidade,NumFistelAssociado,NomeEntidadeAssociado,Municipio.NomeMunicipio
LIC-LIC-01,CLARO S.A.,50409889580,010,105752021,684705303,R MARQUÊS DO HERVAL,,RS,4314902,100MG7W,NR,SA-NSA,,3350,3350,245,FB,,,760,,23,25,13.5,-2,X,46,072212102519,200,-30.0219,-51.2013,G,2023-11-17,2004-09-24,,f578f5f8667076f7,2032-12-22,,,Porto Alegre
LIC-LIC-01,CLARO S.A.,50409889580,010,105752021,684705303,R MARQUÊS DO HERVAL,,RS,4314902,100MG7W,NR,SA-NSA,,3350,3350,330,FB,,,760,,23,25,13.5,-2,X,47.5,072212102519,200,-30.0219,-51.2013,G,2023-11-17,2004-09-24,,f578f5f8667076f8,2032-12-22,,,Porto Alegre
LIC-LIC-01,CLARO S.A.,50409889580,010,105752021,684705303,R MARQUÊS DO HERVAL,,RS,4314902,100MG7W,NR,SA-NSA,,3350,3350,90,FB,,,760,,23,25,13.5,-2,X,47.5,072212102519,200,-30.0219,-51.2013,G,2023-11-17,2004-09-24,,f578f5f8667076f9,2032-12-22,,,Porto Alegre
LIC-LIC-01,CLARO S.A.,50409889580,010,105752021,405604653,R VINTE QUATRO DE OUTUBRO,,RS,4314902,100MG7W,NR,SA-NSA,,3350,3350,140,FB,,,760,,23,25,13.5,-3,X,43,072212102519,200,-30.0274,-51.2038,G,2024-08-28,2004-01-06,,f578f5f866707735,2041-12-08,,,Porto Alegre
LIC-LIC-01,CLARO S.A.,50409889580,010,105752021,405604653,R VINTE QUATRO DE OUTUBRO,,RS,4314902,100MG7W,NR,SA-NSA,,3350,3350,255,FB,,,760,,23,25,13.5,-3,X,43.5,072212102519,200,-30.0274,-51.2038,G,2024-08-28,2004-01-06,,f578f5f866707736,2041-12-08,,,Porto Alegre
LIC-LIC-01,CLARO S.A.,50409889580,010,105752021,405604653,R VINTE QUATRO DE OUTUBRO,,RS,4314902,100MG7W,NR,SA-NSA,,3350,3350,30,FB,,,760,,23,25,13.5,-5,X,43,072212102519,200,-30.0274,-51.2038,G,2024-08-28,2004-01-06,,f578f5f866707737,2041-12-08,,,Porto Alegre
LIC-LIC-01,CLARO S.A.,50409889580,010,105752021,699838274,R LUCIANA DE ABREU,,RS,4314902,100MG7W,NR,SA-NSA,,3350,3350,0,FB,,,760,,23,25,13.5,-3,X,26.5,072212102519,200,-30.02318,-51.20545,G,2023-11-17,2021-11-17,,f578f5f866707765,2032-12-22,,,Porto Alegre
LIC-LIC-01,CLARO S.A.,50409889580,010,105752021,699838274,R LUCIANA DE ABREU,,RS,4314902,100MG7W,NR,SA-NSA,,3350,3350,130,FB,,,760,,23,25,13.5,-3,X,28.5,072212102519,200,-30.02318,-51.20545,G,2023-11-17,2021-11-17,,f578f5f866707766,2032-12-22,,,Porto Alegre
LIC-LIC-01,CLARO S.A.,50409889580,010,105752021,699838274,R LUCIANA DE ABREU,,RS,4314902,100MG7W,NR,SA-NSA,,3350,3350,230,FB,,,760,,23,25,13.5,-3,X,26.5,072212102519,200,-30.02318,-51.20545,G,2023-11-17,2021-11-17,,f578f5f866707767,2032-12-22,,,Porto Alegre
LIC-LIC-01,CLARO S.A.,50409889580,010,105752021,405605897,RUA DOUTOR FREIRE ALEMÃO,,RS,4314902,100MG7W,NR,SA-NSA,,3350,3350,20,FB,,,760,,23,25,13.5,0,X,39.1,072212102519,200,-30.0238,-51.1923,G,2023-11-10,2021-11-17,,f578f5f86670779b,2041-12-08,,,Porto Alegre
